post_id,platform,timestamp,lang,text,topic,stance,toxicity,is_campaign_suspected,likes,comments,hashtags_joined,source_url
ig_800469,instagram,2025-07-20T12:11:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,11413,879,#Innovation;#CommunityDevelopment,https://instagram.com/p/ig_800469
ig_800470,instagram,2025-08-03T21:46:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,8960,544,#WomenInSTEM;#StartupEcosystem,https://instagram.com/p/ig_800470
ig_800472,instagram,2025-07-15T10:07:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,14154,961,#FinancialInclusion;#Innovation,https://instagram.com/p/ig_800472
ig_800473,instagram,2025-07-31T04:13:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,4952,1268,#PublicHealth;#CleanEnergy,https://instagram.com/p/ig_800473
ig_800474,instagram,2025-08-21T07:45:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,3235,603,#StartupEcosystem;#FinancialInclusion,https://instagram.com/p/ig_800474
ig_800479,instagram,2025-07-16T10:13:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,11680,387,#WomenInSTEM;#ClimateAction,https://instagram.com/p/ig_800479
ig_800482,instagram,2025-08-01T02:57:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,8098,77,#RoadSafety;#Innovation,https://instagram.com/p/ig_800482
ig_800488,instagram,2025-08-12T01:42:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,2319,1197,#TechForGood;#YouthVoices,https://instagram.com/p/ig_800488
ig_800489,instagram,2025-07-27T01:19:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,7640,760,#CleanEnergy;#Sustainability,https://instagram.com/p/ig_800489
ig_800496,instagram,2025-07-31T19:43:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,15797,338,#CivicEngagement;#ClimateAction,https://instagram.com/p/ig_800496
ig_800497,instagram,2025-08-13T02:06:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,8916,1269,#FinancialInclusion;#DigitalLiteracy,https://instagram.com/p/ig_800497
ig_800503,instagram,2025-08-07T08:53:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,7658,710,#ClimateAction;#CivicEngagement,https://instagram.com/p/ig_800503
ig_800504,instagram,2025-08-10T13:09:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,2231,803,#CleanEnergy;#Sustainability,https://instagram.com/p/ig_800504
ig_800507,instagram,2025-08-03T03:46:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,13098,778,#TechForGood;#FinancialInclusion,https://instagram.com/p/ig_800507
ig_800508,instagram,2025-08-02T10:00:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,13762,966,#CleanEnergy;#StartupEcosystem,https://instagram.com/p/ig_800508
ig_800510,instagram,2025-08-14T22:34:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,11162,521,#StartupEcosystem;#YouthVoices,https://instagram.com/p/ig_800510
ig_800513,instagram,2025-08-14T18:12:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,2496,25,#SkillDevelopment;#RoadSafety,https://instagram.com/p/ig_800513
ig_800524,instagram,2025-08-14T04:07:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,4247,423,#PublicHealth;#StartupEcosystem,https://instagram.com/p/ig_800524
ig_800526,instagram,2025-07-24T03:50:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,17154,810,#YouthVoices;#ClimateAction,https://instagram.com/p/ig_800526
ig_800529,instagram,2025-08-08T07:15:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,10721,539,#RoadSafety;#TechForGood,https://instagram.com/p/ig_800529
ig_800534,instagram,2025-07-25T04:14:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,8509,1341,#EducationReform;#RoadSafety,https://instagram.com/p/ig_800534
ig_800545,instagram,2025-08-22T12:56:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,455,200,#CleanEnergy;#PublicHealth,https://instagram.com/p/ig_800545
ig_800548,instagram,2025-07-25T21:16:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,9926,591,#YouthVoices;#Innovation,https://instagram.com/p/ig_800548
ig_800550,instagram,2025-08-15T20:51:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,9527,997,#RoadSafety;#PublicHealth,https://instagram.com/p/ig_800550
ig_800552,instagram,2025-08-22T18:39:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,4077,1034,#StartupEcosystem;#PublicHealth,https://instagram.com/p/ig_800552
ig_800553,instagram,2025-08-18T12:43:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,5469,613,#EducationReform;#WomenInSTEM,https://instagram.com/p/ig_800553
ig_800554,instagram,2025-08-11T18:24:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,265,748,#CivicEngagement;#CommunityDevelopment,https://instagram.com/p/ig_800554
ig_800564,instagram,2025-08-21T13:57:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,3389,1476,#TechForGood;#WomenInSTEM,https://instagram.com/p/ig_800564
ig_800570,instagram,2025-08-15T21:23:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,14215,111,#PublicHealth;#ClimateAction,https://instagram.com/p/ig_800570
ig_800571,instagram,2025-08-08T04:21:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,9297,80,#ClimateAction;#DigitalLiteracy,https://instagram.com/p/ig_800571
ig_800572,instagram,2025-07-15T11:34:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,14014,1143,#WomenInSTEM;#PublicHealth,https://instagram.com/p/ig_800572
ig_800584,instagram,2025-08-18T19:53:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,2013,187,#CivicEngagement;#CleanEnergy,https://instagram.com/p/ig_800584
ig_800585,instagram,2025-08-10T00:39:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,4174,660,#RoadSafety;#YouthVoices,https://instagram.com/p/ig_800585
ig_800595,instagram,2025-08-17T12:34:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,5848,1451,#Sustainability;#CivicEngagement,https://instagram.com/p/ig_800595
ig_800599,instagram,2025-08-01T04:16:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,7264,3,#CleanEnergy;#ClimateAction,https://instagram.com/p/ig_800599
ig_800601,instagram,2025-08-07T11:23:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,2797,258,#SkillDevelopment;#TechForGood,https://instagram.com/p/ig_800601
ig_800604,instagram,2025-07-27T11:42:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,11674,260,#FinancialInclusion;#YouthVoices,https://instagram.com/p/ig_800604
ig_800612,instagram,2025-08-16T20:13:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,17803,615,#FinancialInclusion;#Innovation,https://instagram.com/p/ig_800612
ig_800614,instagram,2025-08-01T18:09:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,14855,1280,#RoadSafety;#WomenInSTEM,https://instagram.com/p/ig_800614
ig_800618,instagram,2025-07-24T13:03:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,10395,1413,#PublicHealth;#CivicEngagement,https://instagram.com/p/ig_800618
ig_800619,instagram,2025-08-11T16:03:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,19715,1012,#DigitalLiteracy;#RoadSafety,https://instagram.com/p/ig_800619
ig_800621,instagram,2025-07-20T15:30:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,16837,1095,#EducationReform;#CleanEnergy,https://instagram.com/p/ig_800621
ig_800622,instagram,2025-07-21T15:43:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,11205,1310,#RoadSafety;#CleanEnergy,https://instagram.com/p/ig_800622
ig_800624,instagram,2025-07-29T06:25:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,17626,791,#WomenInSTEM;#EducationReform,https://instagram.com/p/ig_800624
ig_800627,instagram,2025-07-16T11:19:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,10082,1489,#Sustainability;#StartupEcosystem,https://instagram.com/p/ig_800627
ig_800628,instagram,2025-08-01T03:30:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,9934,376,#TechForGood;#SkillDevelopment,https://instagram.com/p/ig_800628
ig_800632,instagram,2025-08-09T00:46:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,12382,731,#EducationReform;#TechForGood,https://instagram.com/p/ig_800632
ig_800636,instagram,2025-07-21T16:03:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,6160,19,#SkillDevelopment;#TechForGood,https://instagram.com/p/ig_800636
ig_800638,instagram,2025-08-23T16:38:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,11170,1228,#YouthVoices;#CivicEngagement,https://instagram.com/p/ig_800638
ig_800639,instagram,2025-07-29T19:30:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,7465,1482,#SkillDevelopment;#FinancialInclusion,https://instagram.com/p/ig_800639
ig_800640,instagram,2025-07-16T02:37:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,10602,1016,#SkillDevelopment;#CivicEngagement,https://instagram.com/p/ig_800640
ig_800645,instagram,2025-08-06T03:07:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,4181,349,#ClimateAction;#CivicEngagement,https://instagram.com/p/ig_800645
ig_800648,instagram,2025-08-10T11:38:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,12723,268,#ClimateAction;#StartupEcosystem,https://instagram.com/p/ig_800648
ig_800651,instagram,2025-07-17T13:59:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,13791,861,#StartupEcosystem;#CleanEnergy,https://instagram.com/p/ig_800651
ig_800653,instagram,2025-08-06T21:16:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,16536,1212,#FinancialInclusion;#Innovation,https://instagram.com/p/ig_800653
ig_800661,instagram,2025-07-24T23:15:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,11246,201,#CleanEnergy;#Innovation,https://instagram.com/p/ig_800661
ig_800665,instagram,2025-08-12T21:17:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,3510,1301,#CommunityDevelopment;#RoadSafety,https://instagram.com/p/ig_800665
ig_800668,instagram,2025-08-10T08:42:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,540,637,#SkillDevelopment;#WomenInSTEM,https://instagram.com/p/ig_800668
ig_800671,instagram,2025-08-02T18:23:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,14963,234,#Innovation;#DigitalLiteracy,https://instagram.com/p/ig_800671
ig_800675,instagram,2025-08-17T03:29:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,10510,1137,#RoadSafety;#CleanEnergy,https://instagram.com/p/ig_800675
ig_800677,instagram,2025-08-02T02:16:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,18087,759,#SkillDevelopment;#StartupEcosystem,https://instagram.com/p/ig_800677
ig_800678,instagram,2025-07-29T09:21:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,12349,350,#CommunityDevelopment;#Innovation,https://instagram.com/p/ig_800678
ig_800681,instagram,2025-08-04T23:35:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,6394,798,#SkillDevelopment;#Sustainability,https://instagram.com/p/ig_800681
ig_800682,instagram,2025-08-01T06:38:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,8574,643,#CommunityDevelopment;#TechForGood,https://instagram.com/p/ig_800682
ig_800683,instagram,2025-07-18T15:55:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,11192,755,#SkillDevelopment;#DigitalLiteracy,https://instagram.com/p/ig_800683
ig_800684,instagram,2025-08-14T11:09:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,15652,14,#ClimateAction;#Sustainability,https://instagram.com/p/ig_800684
ig_800694,instagram,2025-08-11T02:10:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,12640,1293,#Sustainability;#StartupEcosystem,https://instagram.com/p/ig_800694
ig_800698,instagram,2025-08-16T20:00:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,19790,832,#YouthVoices;#RoadSafety,https://instagram.com/p/ig_800698
ig_800701,instagram,2025-08-08T17:49:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,13743,313,#WomenInSTEM;#RoadSafety,https://instagram.com/p/ig_800701
ig_800706,instagram,2025-08-05T02:20:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,2682,468,#RoadSafety;#TechForGood,https://instagram.com/p/ig_800706
ig_800707,instagram,2025-07-16T22:48:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,2164,1288,#CommunityDevelopment;#WomenInSTEM,https://instagram.com/p/ig_800707
ig_800709,instagram,2025-08-14T15:45:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,14445,812,#ClimateAction;#SkillDevelopment,https://instagram.com/p/ig_800709
ig_800710,instagram,2025-08-11T22:33:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,880,1320,#RoadSafety;#FinancialInclusion,https://instagram.com/p/ig_800710
ig_800713,instagram,2025-07-18T01:32:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,15485,1235,#CommunityDevelopment;#FinancialInclusion,https://instagram.com/p/ig_800713
ig_800715,instagram,2025-08-24T17:17:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,10431,40,#ClimateAction;#RoadSafety,https://instagram.com/p/ig_800715
ig_800716,instagram,2025-07-31T16:47:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,17075,246,#YouthVoices;#DigitalLiteracy,https://instagram.com/p/ig_800716
ig_800726,instagram,2025-08-11T09:29:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,8571,258,#PublicHealth;#EducationReform,https://instagram.com/p/ig_800726
ig_800729,instagram,2025-07-18T01:40:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,14067,162,#YouthVoices;#FinancialInclusion,https://instagram.com/p/ig_800729
ig_800735,instagram,2025-07-15T13:04:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,15803,1134,#Innovation;#ClimateAction,https://instagram.com/p/ig_800735
ig_800737,instagram,2025-08-17T19:15:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,5229,1315,#DigitalLiteracy;#Innovation,https://instagram.com/p/ig_800737
ig_800740,instagram,2025-07-29T08:53:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,2742,231,#CommunityDevelopment;#StartupEcosystem,https://instagram.com/p/ig_800740
ig_800743,instagram,2025-08-24T13:09:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,5583,617,#YouthVoices;#FinancialInclusion,https://instagram.com/p/ig_800743
ig_800746,instagram,2025-08-04T00:51:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,15737,962,#CommunityDevelopment;#StartupEcosystem,https://instagram.com/p/ig_800746
ig_800749,instagram,2025-07-27T16:39:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,15248,52,#FinancialInclusion;#Sustainability,https://instagram.com/p/ig_800749
ig_800750,instagram,2025-08-10T21:35:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,1430,703,#CivicEngagement;#ClimateAction,https://instagram.com/p/ig_800750
ig_800752,instagram,2025-08-13T23:29:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,18608,1336,#DigitalLiteracy;#Sustainability,https://instagram.com/p/ig_800752
ig_800754,instagram,2025-08-04T14:10:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,16414,961,#CommunityDevelopment;#WomenInSTEM,https://instagram.com/p/ig_800754
ig_800756,instagram,2025-07-26T19:14:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,8844,939,#StartupEcosystem;#Innovation,https://instagram.com/p/ig_800756
ig_800758,instagram,2025-08-09T08:48:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,14900,306,#DigitalLiteracy;#PublicHealth,https://instagram.com/p/ig_800758
ig_800759,instagram,2025-08-22T10:20:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,496,1391,#RoadSafety;#EducationReform,https://instagram.com/p/ig_800759
ig_800760,instagram,2025-08-24T17:27:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,13910,1438,#FinancialInclusion;#EducationReform,https://instagram.com/p/ig_800760
ig_800763,instagram,2025-07-19T14:15:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,7563,91,#DigitalLiteracy;#FinancialInclusion,https://instagram.com/p/ig_800763
ig_800774,instagram,2025-07-25T16:12:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,621,534,#TechForGood;#PublicHealth,https://instagram.com/p/ig_800774
ig_800775,instagram,2025-07-15T06:13:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,13905,1034,#SkillDevelopment;#WomenInSTEM,https://instagram.com/p/ig_800775
ig_800776,instagram,2025-08-19T06:40:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,8127,1364,#StartupEcosystem;#EducationReform,https://instagram.com/p/ig_800776
ig_800789,instagram,2025-07-19T04:36:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,12465,412,#YouthVoices;#Sustainability,https://instagram.com/p/ig_800789
ig_800791,instagram,2025-07-23T06:57:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,8984,1042,#CommunityDevelopment;#CivicEngagement,https://instagram.com/p/ig_800791
ig_800797,instagram,2025-07-20T16:35:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,12866,1066,#FinancialInclusion;#EducationReform,https://instagram.com/p/ig_800797
ig_800798,instagram,2025-08-12T10:06:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,17388,1200,#CleanEnergy;#CommunityDevelopment,https://instagram.com/p/ig_800798
ig_800799,instagram,2025-08-11T20:51:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,17528,1106,#Innovation;#PublicHealth,https://instagram.com/p/ig_800799
ig_800801,instagram,2025-07-29T07:10:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,8199,919,#CommunityDevelopment;#DigitalLiteracy,https://instagram.com/p/ig_800801
ig_800804,instagram,2025-08-20T18:42:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,1225,299,#CommunityDevelopment;#CivicEngagement,https://instagram.com/p/ig_800804
ig_800805,instagram,2025-08-08T16:48:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,10002,662,#RoadSafety;#Sustainability,https://instagram.com/p/ig_800805
ig_800807,instagram,2025-07-18T00:25:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,4549,737,#RoadSafety;#PublicHealth,https://instagram.com/p/ig_800807
ig_800809,instagram,2025-07-24T03:27:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,12690,1341,#ClimateAction;#SkillDevelopment,https://instagram.com/p/ig_800809
ig_800810,instagram,2025-08-21T10:13:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,14952,1275,#CivicEngagement;#EducationReform,https://instagram.com/p/ig_800810
ig_800811,instagram,2025-07-17T12:44:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,45,764,#TechForGood;#StartupEcosystem,https://instagram.com/p/ig_800811
ig_800812,instagram,2025-08-15T11:58:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,17478,1069,#SkillDevelopment;#FinancialInclusion,https://instagram.com/p/ig_800812
ig_800814,instagram,2025-07-31T22:43:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,487,470,#FinancialInclusion;#Innovation,https://instagram.com/p/ig_800814
ig_800816,instagram,2025-08-20T02:00:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,1959,57,#CivicEngagement;#PublicHealth,https://instagram.com/p/ig_800816
ig_800817,instagram,2025-08-02T03:09:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,779,397,#YouthVoices;#CivicEngagement,https://instagram.com/p/ig_800817
ig_800819,instagram,2025-07-27T08:48:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,988,726,#CommunityDevelopment;#DigitalLiteracy,https://instagram.com/p/ig_800819
ig_800820,instagram,2025-08-16T12:17:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,8646,150,#Innovation;#CleanEnergy,https://instagram.com/p/ig_800820
ig_800822,instagram,2025-08-15T20:22:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,19112,1070,#TechForGood;#DigitalLiteracy,https://instagram.com/p/ig_800822
ig_800823,instagram,2025-08-19T13:29:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,8945,993,#StartupEcosystem;#Sustainability,https://instagram.com/p/ig_800823
ig_800837,instagram,2025-07-30T14:07:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,3886,1492,#EducationReform;#DigitalLiteracy,https://instagram.com/p/ig_800837
ig_800844,instagram,2025-08-18T01:12:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,18896,989,#WomenInSTEM;#RoadSafety,https://instagram.com/p/ig_800844
ig_800847,instagram,2025-08-03T03:08:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,2939,201,#FinancialInclusion;#StartupEcosystem,https://instagram.com/p/ig_800847
ig_800852,instagram,2025-08-15T19:00:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,8044,1321,#Innovation;#RoadSafety,https://instagram.com/p/ig_800852
ig_800854,instagram,2025-08-12T15:58:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,14204,1163,#EducationReform;#StartupEcosystem,https://instagram.com/p/ig_800854
ig_800857,instagram,2025-08-17T19:07:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,7932,1345,#TechForGood;#FinancialInclusion,https://instagram.com/p/ig_800857
ig_800860,instagram,2025-07-20T01:07:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,13340,446,#WomenInSTEM;#CommunityDevelopment,https://instagram.com/p/ig_800860
ig_800863,instagram,2025-07-25T22:19:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,14469,767,#Innovation;#CivicEngagement,https://instagram.com/p/ig_800863
ig_800865,instagram,2025-08-19T12:50:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,17788,564,#CommunityDevelopment;#DigitalLiteracy,https://instagram.com/p/ig_800865
ig_800869,instagram,2025-08-09T16:21:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,7953,241,#YouthVoices;#WomenInSTEM,https://instagram.com/p/ig_800869
ig_800872,instagram,2025-08-08T21:59:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,17598,922,#FinancialInclusion;#RoadSafety,https://instagram.com/p/ig_800872
ig_800885,instagram,2025-07-27T18:40:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,17193,683,#StartupEcosystem;#FinancialInclusion,https://instagram.com/p/ig_800885
ig_800891,instagram,2025-08-11T20:11:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,16056,339,#Sustainability;#StartupEcosystem,https://instagram.com/p/ig_800891
ig_800893,instagram,2025-08-09T12:08:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,5923,1120,#Innovation;#DigitalLiteracy,https://instagram.com/p/ig_800893
ig_800894,instagram,2025-08-09T19:01:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,13597,1127,#Sustainability;#WomenInSTEM,https://instagram.com/p/ig_800894
ig_800898,instagram,2025-07-21T03:51:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,9290,1092,#TechForGood;#ClimateAction,https://instagram.com/p/ig_800898
ig_800899,instagram,2025-08-06T03:33:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,14510,167,#ClimateAction;#FinancialInclusion,https://instagram.com/p/ig_800899
ig_800904,instagram,2025-08-18T14:53:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,17464,594,#DigitalLiteracy;#EducationReform,https://instagram.com/p/ig_800904
ig_800906,instagram,2025-07-26T11:52:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,10148,1467,#CleanEnergy;#SkillDevelopment,https://instagram.com/p/ig_800906
ig_800913,instagram,2025-08-12T06:57:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,4971,1418,#CommunityDevelopment;#CivicEngagement,https://instagram.com/p/ig_800913
ig_800921,instagram,2025-07-22T21:16:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,12427,512,#YouthVoices;#EducationReform,https://instagram.com/p/ig_800921
ig_800922,instagram,2025-08-16T18:09:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,2407,397,#Innovation;#StartupEcosystem,https://instagram.com/p/ig_800922
ig_800924,instagram,2025-07-26T17:59:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,15777,575,#ClimateAction;#FinancialInclusion,https://instagram.com/p/ig_800924
ig_800925,instagram,2025-08-09T17:10:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,13246,813,#CivicEngagement;#SkillDevelopment,https://instagram.com/p/ig_800925
ig_800929,instagram,2025-08-05T04:48:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,17584,754,#RoadSafety;#WomenInSTEM,https://instagram.com/p/ig_800929
ig_800930,instagram,2025-08-07T10:08:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,6897,537,#WomenInSTEM;#CommunityDevelopment,https://instagram.com/p/ig_800930
ig_800934,instagram,2025-07-26T20:02:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,7140,1012,#WomenInSTEM;#Sustainability,https://instagram.com/p/ig_800934
ig_800936,instagram,2025-07-17T21:19:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,14071,924,#TechForGood;#DigitalLiteracy,https://instagram.com/p/ig_800936
ig_800937,instagram,2025-08-19T12:09:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,8904,778,#SkillDevelopment;#Sustainability,https://instagram.com/p/ig_800937
ig_800939,instagram,2025-08-11T01:06:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,6162,411,#YouthVoices;#EducationReform,https://instagram.com/p/ig_800939
